success type,attribution_method,SearchMatchType,SearchCategory,RecordType,CampaignMap,ActivitySubType,CampaignMapSearch,Site,CampaignType,Channel,contribution
build0, last_event,  ,  , Impression, Smax, ,  , ForwardAdGroup, Brand, Previous Site Activity, 177.0
build004, attributed,  ,  , Impression, Retail January, ,  , IQ Digital Network, Retail, Previous Site Activity, 7.97293391309
testd00, attributed,  ,  , Display Click, Smax, ,  , ForwardAdGroup, Brand, Previous Site Activity, 1.17548659204
build0, attributed,  ,  , Impression, Mondeo Vignale 2015, ,  , Mobile.de, Brand, Previous Site Activity, 0.0741319712566
build004, attributed,  ,  , Impression, Kuga Sustain, ,  , plista.de, Brand, Previous Site Activity, 0.583333333333
build0, last_event,  ,  , Impression, Gewerbewochen Marz, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 144.0
build0, attributed,  ,  , Display Click, Kuga Sustain, ,  , iq digital media marketing gmbh, Brand, Previous Site Activity, 239.168884089
build0, last_event,  ,  , Impression, Retail January, ,  , auto-service.de, Retail, Previous Site Activity, 366.0
build004, attributed,  ,  , Impression, Retail Marz, ,  , Bauer Media, Retail, Previous Site Activity, 4.402458214
testd00, attributed,  ,  , Display Click, Retail January, ,  , auto-service.de, Retail, Previous Site Activity, 0.842857142857
build0, attributed, Broad, Generic, Search Click,  , , Ford Technology, DART Search : Google,  , Previous Site Activity, 9.00438469536
build004, attributed,  ,  , Display Click, Retail February, ,  , XaxisDE, Retail, Previous Site Activity, 0.25
testd00, last_event,  ,  , Impression, Smax, ,  , undertone.co.uk, Brand, Previous Site Activity, 6.0
testd00, last_event, Exact, Commercial Vehicles, Search Click,  , , Transit, DART Search : Google,  , Previous Site Activity, 10.0
testd00, attributed,  ,  , Display Click, Gewerbewochen Marz, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 0.0909090909091
testd00, last_event,  ,  , Display Click, Retail January, ,  , motor-talk.de, Retail, Previous Site Activity, 1.0
build0, attributed,  ,  , Impression, Retail January, ,  , OMS DE, Retail, Previous Site Activity, 3244.46502848
build0, last_event,  ,  , Display Click, Fleet Allrad, ,  , Light Reaction, Retail, Previous Site Activity, 166.0
testd00, attributed, Broad, Name Plate, Search Click,  , , Mondeo, DART Search : Google,  , Previous Site Activity, 9.33432087377
build0, attributed,  ,  , Display Click, Smax, ,  , ForwardAdGroup, Brand, Previous Site Activity, 30.6136435218
build0, last_event,  ,  , Display Click, Retail Marz, ,  , Autoscout24.de, Retail, Previous Site Activity, 58.0
build004, last_event,  ,  , Impression, Gewerbewochen Marz, ,  , AutoScout24 Media, Retail, Previous Site Activity, 3.0
build004, last_event,  ,  , Display Click, Smax, ,  , IQ Digital Network, Brand, Previous Site Activity, 1.0
build0, last_event,  ,  , Display Click, Smax, ,  , Plista, Brand, Previous Site Activity, 213.0
build004, attributed,  ,  , Impression, Retail January, ,  , autoplenum.de, Retail, Previous Site Activity, 8.48387832702
build004, last_event,  ,  , Impression, Kuga Sustain, ,  , XaxisDE, Brand, Previous Site Activity, 14.0
testd00, last_event,  ,  , Display Click, Retail February, ,  , Light Reaction, Retail, Previous Site Activity, 7.0
build0, last_event, Exact, Commerce, Search Click,  , , Fleet Lease, DART Search : Google,  , Previous Site Activity, 1430.0
build0, attributed,  ,  , Impression, UNKNOWN, ,  , Autoscout24.de, UNKNOWN, Previous Site Activity, 116.000048141
build004, attributed, Exact, Name Plate, Search Click,  , , Ranger, DART Search : Google,  , Previous Site Activity, 6.00002739245
build004, last_event, Broad, Name Plate, Search Click,  , , Ranger, DART Search : Google,  , Previous Site Activity, 1.0
build0, last_event, Exact, Brand, Search Click,  , , Alone, DART Search : Google,  , Previous Site Activity, 107412.0
build0, last_event,  ,  , Display Click, Fleet Allrad, ,  , Quarter Media, Retail, Previous Site Activity, 13.0
build0, last_event,  ,  , Display Click, UNKNOWN, ,  , Mobile.de, UNKNOWN, Previous Site Activity, 37.0
testd00, last_event,  ,  , Impression, Kuga Sustain, ,  , iq digital media marketing gmbh, Brand, Previous Site Activity, 4.0
testd00, last_event,  ,  , Display Click, UNKNOWN, ,  , Media Impact DE, UNKNOWN, Previous Site Activity, 1.0
build0, last_event,  ,  , Impression, Fleet Allrad, ,  , IQ Digital Network, Retail, Previous Site Activity, 312.0
build0, last_event, Exact, Name Plate, Search Click,  , , Mondeo Vignale, DART Search : Google,  , Previous Site Activity, 1210.0
build0, attributed, Broad, Brand, Search Click,  , , Handler, DART Search : Google,  , Previous Site Activity, 300.784281056
build004, attributed, Exact, Name Plate, Search Click,  , , Mustang, DART Search : Google,  , Previous Site Activity, 59.4482323813
testd00, attributed, Exact, Commerce, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 20.5001937877
testd00, last_event, Broad, Name Plate, Search Click,  , , Edge, DART Search : Google,  , Previous Site Activity, 30.0
build004, last_event, Broad, Name Plate, Search Click,  , , Mustang, DART Search : Google,  , Previous Site Activity, 14.0
testd00, last_event, Broad, Commerce, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 38.0
build004, last_event, Exact, Commerce, Search Click,  , , Ford Credit, DART Search : Google,  , Previous Site Activity, 6.0
build0, attributed,  ,  , Display Click, Gewerbewochen Marz, ,  , EMC, Retail, Previous Site Activity, 0.799809830264
build0, attributed, Broad, Name Plate, Search Click,  , , C-Max Launch, DART Search : Google,  , Previous Site Activity, 1820.90330175
build0, attributed, Broad, Generic, Search Click,  , , Familien, DART Search : Google,  , Previous Site Activity, 67.9425474815
testd00, last_event,  ,  , Impression, Retail February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 10.0
testd00, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , Mobile.de, Retail, Previous Site Activity, 8.71162901394
build0, attributed,  ,  , Impression, UNKNOWN, ,  , Conde Nast, UNKNOWN, Previous Site Activity, 12.6864302127
build0, last_event,  ,  , Display Click, UNKNOWN, ,  , Bauer Media, UNKNOWN, Previous Site Activity, 5.0
build0, attributed,  ,  , Display Click, Retail January, ,  , Mobile.de, Retail, Previous Site Activity, 87.1386267928
build0, last_event,  ,  , Display Click, Kuga Sustain, ,  , Quisma, Brand, Previous Site Activity, 1949.0
build004, attributed, Exact, Name Plate, Search Click,  , , Galaxy Launch, DART Search : Google,  , Previous Site Activity, 6.00005361682
build0, attributed,  ,  , Display Click, Fleet Allrad, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 1.82114657368
build004, attributed, Exact, Name Plate, Search Click,  , , Smax, DART Search : Google,  , Previous Site Activity, 29.0001278484
build004, last_event, Broad, Name Plate, Search Click,  , , Smax, DART Search : Google,  , Previous Site Activity, 10.0
build004, last_event, Broad, Name Plate, Search Click,  , , Galaxy Launch, DART Search : Google,  , Previous Site Activity, 5.0
build0, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , Mobile.de, Retail, Previous Site Activity, 351.546227544
build0, last_event,  ,  , Impression, Retail February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 1065.0
build0, last_event,  ,  , Impression, Smax, ,  , yahoo.co.uk, Brand, Previous Site Activity, 383.0
testd00, attributed,  ,  , Display Click, Smax, ,  , yahoo.co.uk, Brand, Previous Site Activity, 4.81666666667
testd00, attributed, Broad, Generic, Search Click,  , , Van, DART Search : Google,  , Previous Site Activity, 0.333333333333
build004, attributed, Exact, Name Plate, Search Click,  , , Focus, DART Search : Google,  , Previous Site Activity, 65.1112058113
build004, attributed,  ,  , Display Click, Kuga Sustain, ,  , Interactive Media, Brand, Previous Site Activity, 2.357212682
build004, last_event,  ,  , Display Click, Gewerbewochen Marz, ,  , Light Reaction, Retail, Previous Site Activity, 3.0
testd00, attributed,  ,  , Display Click, Retail February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 0.5
build0, attributed,  ,  , Impression, Kuga Sustain, ,  , united internet media, Brand, Previous Site Activity, 399.204948983
build0, attributed,  ,  , Display Click, Retail Marz, ,  , Light Reaction, Retail, Previous Site Activity, 2754.12687578
build004, last_event,  ,  , Impression, Retail February, ,  , AutoScout24 Media, Retail, Previous Site Activity, 31.0
build004, last_event, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, 114.0
build004, attributed,  ,  , Impression, Retail Marz, ,  , Autoscout24.de, Retail, Previous Site Activity, 9.38263931743
build004, attributed, Exact, Brand, Search Click,  , , Ford Technology, DART Search : Google,  , Previous Site Activity, 6.0
testd00, last_event,  ,  , Display Click, Retail Marz, ,  , XaxisDE, Retail, Previous Site Activity, 2.0
build0, last_event, Exact, Generic, Search Click,  , , Ford Technology, DART Search : Google,  , Previous Site Activity, 19.0
build0, attributed, Broad, Generic, Search Click,  , , Van, DART Search : Google,  , Previous Site Activity, 14.0656183417
build0, last_event, Phrase, Brand, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 44.0
build004, attributed,  ,  , Impression, Smax, ,  , Plista, Brand, Previous Site Activity, 5.84548953029
testd00, attributed, Exact, Brand, Search Click,  , , Mondeo Vignale, DART Search : Google,  , Previous Site Activity, 5.00020369601
testd00, last_event, Broad, Brand, Search Click,  , , Mondeo Vignale, DART Search : Google,  , Previous Site Activity, 2.0
testd00, attributed,  ,  , Impression, Retail February, ,  , united internet media, Retail, Previous Site Activity, 0.998269602134
build0, attributed, Broad, Generic, Search Click,  , , Fleet Allrad, DART Search : Google,  , Previous Site Activity, 28.5534875199
build004, last_event,  ,  , Display Click, Retail January, ,  , IQ Digital Network, Retail, Previous Site Activity, 1.0
testd00, last_event,  ,  , Impression, Retail January, ,  , Mobile.de, Retail, Previous Site Activity, 42.0
testd00, attributed, Exact, Generic, Search Click,  , , Klein, DART Search : Google,  , Previous Site Activity, 2.0
build004, last_event,  ,  , Display Click, Kuga Sustain, ,  , plista.de, Brand, Previous Site Activity, 1.0
testd00, last_event,  ,  , Impression, Fleet Allrad, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 5.0
testd00, last_event,  ,  , Display Click, Retail January, ,  , OMS DE, Retail, Previous Site Activity, 1.0
testd00, last_event,  ,  , Impression, Fleet Allrad, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 3.0
build0, attributed,  ,  , Impression, Kuga Sustain, ,  , Mobile.de, Brand, Previous Site Activity, 2686.82950605
testd00, attributed,  ,  , Impression, Kuga Sustain, ,  , Media Impact DE, Brand, Previous Site Activity, 37.9158809823
build004, attributed,  ,  , Impression, Fleet Allrad, ,  , Quarter Media, Retail, Previous Site Activity, 7.90331461704
testd00, attributed, Exact, Commercial Vehicles, Search Click,  , , Tourneo, DART Search : Google,  , Previous Site Activity, 11.8057133353
testd00, last_event, Broad, Commercial Vehicles, Search Click,  , , Tourneo, DART Search : Google,  , Previous Site Activity, 7.0
build0, attributed,  ,  , Impression, Retail February, ,  , united internet media, Retail, Previous Site Activity, 592.730412998
build0, last_event,  ,  , Display Click, Retail January, ,  , OMS DE, Retail, Previous Site Activity, 158.0
build0, last_event,  ,  , Impression, Fleet Allrad, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 202.0
build004, attributed, Broad, Commerce, Search Click,  , , Fleet Lease, DART Search : Google,  , Previous Site Activity, 10.5000381294
build0, attributed,  ,  , Impression, Fleet February, ,  , Quarter Media, Retail, Previous Site Activity, 657.046157942
build0, last_event, Broad, Generic, Search Click,  , , Wagen, DART Search : Google,  , Previous Site Activity, 26.0
testd00, last_event, Exact, Name Plate, Search Click,  , , C-Max Launch, DART Search : Google,  , Previous Site Activity, 91.0
testd00, last_event,  ,  , Impression, Smax, ,  , XaxisDE, Brand, Previous Site Activity, 131.0
build0, attributed, Exact, Generic, Search Click,  , , Wagen, DART Search : Google,  , Previous Site Activity, 28.5728314288
build0, attributed,  ,  , Display Click, Motocraft 2016, ,  , Mobile.de, Retail, Previous Site Activity, 1.98485850981
build004, last_event,  ,  , Display Click, Retail January, ,  , autoplenum.de, Retail, Previous Site Activity, 1.0
build004, last_event,  ,  , Impression, Smax, ,  , undertone.co.uk, Brand, Previous Site Activity, 3.0
testd00, attributed, Exact, Commerce, Search Click,  , , Other Campaign, DART Search : Google,  , Previous Site Activity, 1.50003377067
build004, attributed,  ,  , Display Click, Retail January, ,  , auto-service.de, Retail, Previous Site Activity, 0.5
build0, attributed, Broad, Brand, Search Click,  , , Generisch, DART Search : Google,  , Previous Site Activity, 934.500577672
build0, last_event, Exact, Brand, Search Click,  , , Handler, DART Search : Google,  , Previous Site Activity, 220.0
build004, last_event,  ,  , Impression, Smax, ,  , Mobile.de, Brand, Previous Site Activity, 8.0
testd00, attributed, Exact, Name Plate, Search Click,  , , Kuga Sustain, DART Search : Google,  , Previous Site Activity, 90.3370374022
build0, last_event,  ,  , Display Click, UNKNOWN, ,  , Autoscout24.de, UNKNOWN, Previous Site Activity, 23.0
build004, attributed, Broad, Name Plate, Search Click,  , , Mondeo, DART Search : Google,  , Previous Site Activity, 6.625
build0, attributed, Exact, Commerce, Search Click,  , , Other Campaign, DART Search : Google,  , Previous Site Activity, 231.331699398
build0, last_event,  ,  , Impression, Smax, ,  , XaxisDE, Brand, Previous Site Activity, 10788.0
build0, last_event, Exact, Name Plate, Search Click,  , , C-Max Launch, DART Search : Google,  , Previous Site Activity, 7757.0
build0, attributed,  ,  , Impression, Retail February, ,  , Mobile.de, Retail, Previous Site Activity, 1174.54142325
build0, attributed,  ,  , Impression, UNKNOWN, ,  , AutoScout24 Media, UNKNOWN, Previous Site Activity, 28.5231597484
build0, last_event, Broad, Commerce, Search Click,  , , Other Campaign, DART Search : Google,  , Previous Site Activity, 353.0
testd00, attributed,  ,  , Display Click, Smax, ,  , XaxisDE, Brand, Previous Site Activity, 9.55330832304
build0, last_event,  ,  , Impression, UNKNOWN, ,  , autozeitung.de, UNKNOWN, Previous Site Activity, 62.0
build004, last_event,  ,  , Display Click, Retail February, ,  , Light Reaction, Retail, Previous Site Activity, 62.0
build0, last_event, Broad, Name Plate, Search Click,  , , Kuga Sustain, DART Search : Google,  , Previous Site Activity, 3183.0
build0, attributed, Exact, Name Plate, Search Click,  , , Kuga Sustain, DART Search : Google,  , Previous Site Activity, 12364.9957522
build0, attributed,  ,  , Impression, Formel 1 2016, ,  , IP Deutschland, Brand, Previous Site Activity, 262.914425681
build0, attributed,  ,  , Display Click, Retail Sales, ,  , Mobile.de, Retail, Previous Site Activity, 1607.83205117
testd00, last_event,  ,  , Impression, Kuga Sustain, ,  , SevenOne Media GmbH, Brand, Previous Site Activity, 23.0
build0, attributed,  ,  , Impression, Retail February, ,  , Bauer Media, Retail, Previous Site Activity, 4432.24542864
build0, last_event,  ,  , Impression, Kuga Sustain, ,  , OMS DE, Brand, Previous Site Activity, 382.0
build0, attributed,  ,  , Display Click, Retail January, ,  , Autoscout24.de, Retail, Previous Site Activity, 60.6272944455
build0, attributed,  ,  , Display Click, Fleet Allrad, ,  , EMC, Retail, Previous Site Activity, 3.6457163488
testd00, last_event,  ,  , Impression, Motocraft 2016, ,  , Mobile.de, Retail, Previous Site Activity, 10.0
testd00, attributed,  ,  , Display Click, Kuga Sustain, ,  , OMS DE, Brand, Previous Site Activity, 1.0873015873
testd00, last_event,  ,  , Display Click, Gewerbewochen Marz, ,  , Mobile.de, Retail, Previous Site Activity, 1.0
testd00, attributed, Broad, Brand, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 1.0
build004, last_event,  ,  , Impression, Kuga Sustain, ,  , iq digital media marketing gmbh, Brand, Previous Site Activity, 2.0
build0, attributed,  ,  , Impression, Retail January, ,  , autozeitung.de, Retail, Previous Site Activity, 6457.81572689
build004, last_event, Broad, Commerce, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 5.0
build0, last_event,  ,  , Impression, Fleet February, ,  , IQ Digital Network, Retail, Previous Site Activity, 280.0
build0, last_event,  ,  , Impression, Kuga Sustain, ,  , SevenOne Media GmbH, Brand, Previous Site Activity, 1343.0
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , Autobild.de, UNKNOWN, Previous Site Activity, 3.57550446819
build0, attributed, Broad, Name Plate, Search Click,  , , Bmax, DART Search : Google,  , Previous Site Activity, 738.340878209
build004, last_event, Broad, Name Plate, Search Click,  , , Edge, DART Search : Google,  , Previous Site Activity, 16.0
testd00, attributed,  ,  , Impression, Retail Marz, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 28.2812091242
build004, attributed, Exact, Commerce, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 4.25890543492
build004, attributed,  ,  , Display Click, Fleet Allrad, ,  , IQ Digital Network, Retail, Previous Site Activity, 0.2
build004, attributed, Exact, Name Plate, Search Click,  , , Edge, DART Search : Google,  , Previous Site Activity, 12.6751583238
testd00, last_event,  ,  , Display Click, Kuga Sustain, ,  , united internet media, Brand, Previous Site Activity, 2.0
testd00, attributed,  ,  , Display Click, Fleet February, ,  , IQ Digital Network, Retail, Previous Site Activity, 1.49993428855
build0, attributed,  ,  , Display Click, Kuga Sustain, ,  , Plista, Brand, Previous Site Activity, 1.22872710704e-05
build0, last_event, UNKNOWN, UNKNOWN, Search Click,  , , UNKNOWN, DART Search : MSN,  , Previous Site Activity, 12725.0
build0, attributed, Broad, Brand, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 88.2893538207
build0, last_event, Exact, Generic, Search Click,  , , Limousine, DART Search : Google,  , Previous Site Activity, 4.0
build0, attributed, Exact, Brand, Search Click,  , , Drive Hacks, DART Search : Google,  , Previous Site Activity, 0.00176102327262
testd00, last_event,  ,  , Impression, Retail February, ,  , OMS DE, Retail, Previous Site Activity, 2.0
build0, attributed,  ,  , Display Click, Fleet February, ,  , IQ Digital Network, Retail, Previous Site Activity, 13.9630915633
testd00, last_event,  ,  , Impression, Retail Sales, ,  , Mobile.de, Retail, Previous Site Activity, 39.0
testd00, attributed, Broad, Name Plate, Search Click,  , , Ka, DART Search : Google,  , Previous Site Activity, 14.6667271558
testd00, attributed,  ,  , Display Click, Ecosport Social, ,  , Quisma, Brand, Previous Site Activity, 1.0
build0, last_event,  ,  , Display Click, UNKNOWN, ,  , xaxis.com/de, UNKNOWN, Previous Site Activity, 2.0
testd00, attributed, Broad, Generic, Search Click,  , , SUV, DART Search : Google,  , Previous Site Activity, 0.5
testd00, last_event,  ,  , Impression, Retail January, ,  , Autoscout24.de, Retail, Previous Site Activity, 90.0
build0, attributed,  ,  , Display Click, Smax, ,  , Interactive Media, Brand, Previous Site Activity, 1318.50535141
testd00, last_event,  ,  , Display Click, Kuga Sustain, ,  , Mobile.de, Brand, Previous Site Activity, 12.0
build004, attributed,  ,  , Display Click, Smax, ,  , yahoo.co.uk, Brand, Previous Site Activity, 5.82826146942e-06
build004, attributed,  ,  , Display Click, Retail February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 1.0
testd00, last_event, Exact, Brand, Search Click,  , , Generisch, DART Search : Google,  , Previous Site Activity, 88.0
build0, attributed, Broad, Generic, Search Click,  , , SUV, DART Search : Google,  , Previous Site Activity, 53.5432969736
build0, attributed,  ,  , Display Click, Gewerbewochen Marz, ,  , aumago.com, Retail, Previous Site Activity, 1.90000725078
build0, attributed,  ,  , Impression, Mondeo Vignale 2015, ,  , AutoScout24 Media, Brand, Previous Site Activity, 0.016680771578
testd00, last_event,  ,  , Display Click, Retail February, ,  , united internet media, Retail, Previous Site Activity, 2.0
build0, last_event,  ,  , Display Click, Kuga Sustain, ,  , undertone.co.uk, Brand, Previous Site Activity, 1.0
build0, last_event,  ,  , Display Click, Kuga Sustain, ,  , Mobile.de, Brand, Previous Site Activity, 572.0
build0, attributed, Broad, Generic, Search Click,  , , Neue, DART Search : Google,  , Previous Site Activity, 75.5914088116
build004, attributed, Exact, Brand, Search Click,  , , Mondeo Vignale, DART Search : Google,  , Previous Site Activity, 1.00000615592
testd00, attributed, Broad, Commercial Vehicles, Search Click,  , , Courier, DART Search : Google,  , Previous Site Activity, 1.00000897206
testd00, attributed,  ,  , Impression, Smax, ,  , Xaxis Mobile TV, Brand, Previous Site Activity, 0.826923076923
build004, last_event, Broad, Brand, Search Click,  , , Mondeo Vignale, DART Search : Google,  , Previous Site Activity, 1.0
build0, last_event, Exact, Brand, Search Click,  , , Generisch, DART Search : Google,  , Previous Site Activity, 23030.0
build004, last_event, Exact, Name Plate, Search Click,  , , Mondeo, DART Search : Google,  , Previous Site Activity, 32.0
build0, last_event,  ,  , Display Click, Retail Marz, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 140.0
build0, attributed,  ,  , Display Click, Retail February, ,  , SevenOne Media, Retail, Previous Site Activity, 47.5017552931
build0, last_event,  ,  , Impression, Kuga Sustain, ,  , pushfire DE Netzwerk, Brand, Previous Site Activity, 8.0
build004, last_event,  ,  , Impression, Retail January, ,  , Mobile.de, Retail, Previous Site Activity, 12.0
build0, attributed,  ,  , Display Click, Motocraft 2016, ,  , Autoscout24.de, Retail, Previous Site Activity, 1.56032742305
testd00, last_event,  ,  , Impression, Fleet February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 3.0
build004, last_event,  ,  , Impression, Fleet Allrad, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 2.0
build004, attributed, Exact, Generic, Search Click,  , , Klein, DART Search : Google,  , Previous Site Activity, 1.0
build0, last_event,  ,  , Display Click, Kuga Sustain, ,  , Bauer Media, Brand, Previous Site Activity, 356.0
build0, last_event,  ,  , Display Click, Smax, ,  , Light Reaction, Brand, Previous Site Activity, 3218.0
build0, last_event,  ,  , Impression, Retail January, ,  , XaxisDE, Retail, Previous Site Activity, 1445.0
testd00, attributed,  ,  , Impression, Retail January, ,  , Autobild.de, Retail, Previous Site Activity, 67.1968800977
testd00, last_event, Broad, Name Plate, Search Click,  , , Ecosport Sustain, DART Search : Google,  , Previous Site Activity, 25.0
testd00, attributed, Exact, Name Plate, Search Click,  , , Ecosport Sustain, DART Search : Google,  , Previous Site Activity, 57.1669772704
build004, attributed,  ,  , Impression, Kuga Sustain, ,  , Media Impact DE, Brand, Previous Site Activity, 15.999016986
testd00, last_event,  ,  , Impression, Smax, ,  , Interactive Media, Brand, Previous Site Activity, 14.0
build0, last_event,  ,  , Display Click, Smax, ,  , G+J Electric Media Sales GmbH, Brand, Previous Site Activity, 3.0
testd00, attributed,  ,  , Display Click, Retail January, ,  , XaxisDE, Retail, Previous Site Activity, 0.0265033777845
build0, last_event,  ,  , Impression, Fleet February, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 167.0
build0, last_event,  ,  , Impression, Fleet February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 234.0
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , Xaxis Mobile TV, UNKNOWN, Previous Site Activity, 2.02690835202
build0, last_event, Broad, Generic, Search Click,  , , Fahrzeug, DART Search : Google,  , Previous Site Activity, 16.0
build004, last_event, Exact, Name Plate, Search Click,  , , C-Max Launch, DART Search : Google,  , Previous Site Activity, 27.0
testd00, attributed, Broad, Commerce, Search Click,  , , Ford Rental, DART Search : Google,  , Previous Site Activity, 1.00000545451
build0, attributed, Exact, Generic, Search Click,  , , Fahrzeug, DART Search : Google,  , Previous Site Activity, 4.50005969037
testd00, last_event, Exact, Brand, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 4.0
build0, last_event,  ,  , Display Click, UNKNOWN, ,  , AutoScout24 Media, UNKNOWN, Previous Site Activity, 3.0
build0, last_event, Exact, Name Plate, Search Click,  , , Bmax, DART Search : Google,  , Previous Site Activity, 4154.0
build0, attributed,  ,  , Impression, UNKNOWN, ,  , iq digital media marketing gmbh, UNKNOWN, Previous Site Activity, 18.4237998771
testd00, attributed, Broad, FCSD, Search Click,  , , Motocraft, DART Search : Google,  , Previous Site Activity, 7.08337919931
testd00, last_event,  ,  , Impression, Motocraft 2016, ,  , Autoscout24.de, Retail, Previous Site Activity, 7.0
testd00, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , AutoScout24 Media, Retail, Previous Site Activity, 25.0760918886
build004, attributed,  ,  , Display Click, Smax, ,  , XaxisDE, Brand, Previous Site Activity, 4.48143985707
build0, last_event,  ,  , Display Click, Smax, ,  , Xaxis Mobile TV, Brand, Previous Site Activity, 157.0
build0, attributed, Broad, Commerce, Search Click,  , , Ford Rental, DART Search : Google,  , Previous Site Activity, 33.9032628115
build0, attributed,  ,  , Impression, UNKNOWN, ,  , mirando.de, UNKNOWN, Previous Site Activity, 13.2941640085
build0, last_event,  ,  , Impression, Smax, ,  , IQ Digital Network, Brand, Previous Site Activity, 304.0
build0, attributed,  ,  , Impression, UNKNOWN, ,  , autoplenum.de, UNKNOWN, Previous Site Activity, 24.5529397729
testd00, attributed,  ,  , Display Click, Smax, ,  , IQ Digital Network, Brand, Previous Site Activity, 0.0526315789474
testd00, attributed,  ,  , Impression, Kuga Sustain, ,  , XaxisDE, Brand, Previous Site Activity, 37.559682945
testd00, last_event, Exact, Name Plate, Search Click,  , , Ka, DART Search : Google,  , Previous Site Activity, 11.0
build0, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , AutoScout24 Media, Retail, Previous Site Activity, 2517.53620397
build0, attributed,  ,  , Display Click, Smax, ,  , Axel Springer Media Impact, Brand, Previous Site Activity, 63.906771733
build0, last_event,  ,  , Display Click, Retail January, ,  , Autobild.de, Retail, Previous Site Activity, 108.0
testd00, attributed, Broad, Name Plate, Search Click,  , , Ranger, DART Search : Google,  , Previous Site Activity, 32.5336703538
testd00, attributed,  ,  , Impression, Mondeo Vignale 2015, ,  , IQ Digital Network, Brand, Previous Site Activity, 0.666666666667
testd00, last_event, Exact, Generic, Search Click,  , , Auto, DART Search : Google,  , Previous Site Activity, 1.0
build0, attributed, Broad, Generic, Search Click,  , , MicroVan, DART Search : Google,  , Previous Site Activity, 0.520322811357
build0, attributed,  ,  , Display Click, Fleet February, ,  , EMC, Retail, Previous Site Activity, 1.17287582591
build004, last_event,  ,  , Impression, Motocraft 2016, ,  , Mobile.de, Retail, Previous Site Activity, 4.0
build0, attributed,  ,  , Display Click, Retail Marz, ,  , Mobile.de, Retail, Previous Site Activity, 20.2045741316
build004, attributed,  ,  , Impression, Retail Marz, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 10.8769873188
build0, last_event, Broad, Generic, Search Click,  , , Combis, DART Search : Google,  , Previous Site Activity, 8.0
build0, attributed, Exact, Generic, Search Click,  , , Combis, DART Search : Google,  , Previous Site Activity, 2.0
testd00, attributed,  ,  , Impression, UNKNOWN, ,  , Business Advertising GmbH, UNKNOWN, Previous Site Activity, 5.30711722332e-06
build004, attributed,  ,  , Display Click, Kuga Sustain, ,  , SevenOne Media GmbH, Brand, Previous Site Activity, 0.25
build0, attributed, Broad, Name Plate, Search Click,  , , Ranger, DART Search : Google,  , Previous Site Activity, 184.903851871
testd00, attributed, Exact, Commerce, Search Click,  , , Ford Credit, DART Search : Google,  , Previous Site Activity, 6.83335013943
build004, attributed,  ,  , Impression, Kuga Sustain, ,  , Bauer Media, Brand, Previous Site Activity, 6.7199961247
build0, last_event, Exact, Generic, Search Click,  , , Neue, DART Search : Google,  , Previous Site Activity, 121.0
build0, last_event,  ,  , Impression, UNKNOWN, ,  , ebay.de, UNKNOWN, Previous Site Activity, 2.0
testd00, last_event, Exact, Commercial Vehicles, Search Click,  , , Courier, DART Search : Google,  , Previous Site Activity, 3.0
testd00, attributed,  ,  , Impression, Retail February, ,  , XaxisDE, Retail, Previous Site Activity, 12.9543644082
build004, attributed, Broad, Name Plate, Search Click,  , , Ka, DART Search : Google,  , Previous Site Activity, 1.0
build0, last_event,  ,  , Display Click, Gewerbewochen Marz, ,  , Adshare, Retail, Previous Site Activity, 43.0
build004, last_event,  ,  , Impression, Retail Sales, ,  , Mobile.de, Retail, Previous Site Activity, 33.0
